Frame number,19515
First frame,1
Point frequency,250
Analog frequency,250

Time,FINGER,,,ELBOW,,,SHOULDER,,,RIGHTHEAD,,,LEFTHEAD,,
s,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,137.934,417.067,636.411,134.191,32.9926,606.455,154.763,-239.551,637.527,331.755,-236.907,811.148,275.172,-226.018,819.883
0.004,137.854,417.033,636.456,134.191,32.9926,606.454,154.763,-239.551,637.527,331.721,-236.954,811.12,275.172,-226.018,819.883
0.008,137.761,417.018,636.579,134.191,32.9925,606.455,154.763,-239.551,637.527,331.861,-236.931,811.116,275.172,-226.018,819.883
0.012,137.772,416.991,636.381,134.191,32.9925,606.455,154.763,-239.551,637.527,331.643,-236.976,811.11,275.172,-226.018,819.883
0.016,137.726,417.026,636.341,134.191,32.9925,606.455,154.763,-239.551,637.527,331.651,-237.011,811.101,275.172,-226.018,819.883
0.02,137.634,417.018,636.336,134.191,32.9926,606.455,154.717,-239.488,637.518,331.616,-237.008,811.114,275.172,-226.018,819.883
0.024,137.64,417.008,636.264,134.191,32.9926,606.455,154.735,-239.541,637.539,331.789,-237.016,811.14,275.172,-226.018,819.883
0.028,137.493,417.047,636.268,134.191,32.9926,606.455,154.747,-239.472,637.559,331.776,-237.03,811.14,275.172,-226.018,819.883
0.032,137.493,417.047,636.268,134.191,32.9926,606.455,154.747,-239.472,637.559,331.904,-237.025,811.115,275.132,-226.052,819.89
0.036,137.443,417.102,636.236,134.191,32.9926,606.455,154.724,-239.43,637.575,331.664,-237.03,811.132,275.132,-226.052,819.89
0.04,137.445,417.121,636.165,134.191,32.9926,606.455,154.75,-239.45,637.555,331.652,-237.066,811.123,275.132,-226.052,819.89
0.044,137.371,417.111,636.109,134.191,32.9926,606.455,154.623,-239.396,637.574,331.776,-237.03,811.14,275.132,-226.052,819.89
0.048,137.371,417.09,636.088,134.103,32.9563,606.414,154.623,-239.396,637.574,331.72,-237.056,811.145,275.132,-226.052,819.89
0.052,137.317,417.141,636.126,134.191,32.9926,606.455,154.623,-239.396,637.574,331.723,-237.045,811.133,275.132,-226.052,819.89
0.056,137.283,417.091,636.104,134.103,32.9563,606.414,154.623,-239.396,637.574,331.808,-237.067,811.15,275.132,-226.052,819.89
0.06,137.248,417.064,636.086,134.085,32.9728,606.381,154.586,-239.439,637.559,331.755,-237.082,811.143,275.132,-226.052,819.89
0.064,137.257,417.086,636.054,133.977,32.901,606.392,154.54,-239.41,637.553,331.936,-237.062,811.125,275.132,-226.052,819.89
0.068,137.212,417.083,636.053,133.977,32.901,606.392,154.533,-239.362,637.515,331.684,-237.103,811.133,275.132,-226.052,819.89
0.072,137.223,417.097,635.997,133.977,32.901,606.392,154.488,-239.417,637.486,331.769,-237.093,811.126,275.185,-226.076,819.883
0.076,137.249,417.118,635.982,133.977,32.901,606.392,154.488,-239.417,637.486,331.827,-237.115,811.137,275.185,-226.076,819.883
0.08,137.249,417.118,635.982,133.977,32.901,606.392,154.329,-239.368,637.507,331.787,-237.113,811.15,275.227,-226.101,819.898
0.084,137.303,417.088,635.965,133.977,32.901,606.392,154.385,-239.422,637.484,331.785,-237.169,811.133,275.171,-226.074,819.905
0.088,137.303,417.088,635.965,133.977,32.901,606.392,154.385,-239.422,637.484,331.875,-237.129,811.163,275.227,-226.101,819.898
0.092,137.303,417.088,635.965,133.977,32.901,606.392,154.313,-239.41,637.518,332.003,-237.124,811.138,275.227,-226.101,819.898
0.096,137.326,417.102,635.939,133.977,32.901,606.392,154.367,-239.435,637.45,331.847,-237.187,811.123,275.308,-226.075,819.919
0.1,137.274,417.114,635.894,133.977,32.901,606.392,154.294,-239.423,637.484,331.833,-237.176,811.14,275.304,-226.127,819.919
0.104,137.285,417.107,635.884,133.977,32.901,606.392,154.294,-239.423,637.484,331.768,-237.233,811.123,275.308,-226.075,819.919
0.108,137.32,417.082,635.912,133.977,32.901,606.392,154.294,-239.423,637.484,331.883,-237.224,811.105,275.308,-226.075,819.919
0.112,137.318,417.117,635.825,133.977,32.901,606.392,154.294,-239.423,637.484,331.846,-237.249,811.082,275.308,-226.075,819.919
0.116,137.345,417.11,635.768,133.965,32.8964,606.33,154.261,-239.468,637.47,331.846,-237.249,811.082,275.304,-226.127,819.919
0.12,137.344,417.137,635.786,133.917,32.8207,606.304,154.261,-239.468,637.47,331.883,-237.224,811.105,275.308,-226.075,819.919
0.124,137.374,417.138,635.745,133.917,32.8207,606.304,154.17,-239.498,637.438,332.064,-237.203,811.088,275.308,-226.075,819.919
0.128,137.365,417.166,635.691,133.965,32.8964,606.33,154.17,-239.498,637.438,331.926,-237.209,811.096,275.227,-226.101,819.898
0.132,137.388,417.162,635.622,133.965,32.8964,606.33,154.17,-239.498,637.438,331.802,-237.246,811.08,275.227,-226.101,819.898
0.136,137.426,417.184,635.547,133.892,32.8966,606.203,154.17,-239.498,637.438,331.801,-237.272,811.021,275.185,-226.076,819.883
0.14,137.401,417.214,635.517,133.892,32.8966,606.203,154.17,-239.498,637.438,331.906,-237.258,811.012,275.263,-226.106,819.889
0.144,137.421,417.23,635.491,133.901,32.9602,606.148,154.128,-239.495,637.458,331.918,-237.241,811.031,275.185,-226.076,819.883
0.148,137.434,417.23,635.427,133.879,32.9049,606.209,154.128,-239.495,637.458,331.868,-237.254,811.027,275.185,-226.076,819.883
0.152,137.431,417.211,635.408,133.879,32.9049,606.209,154.145,-239.454,637.447,331.801,-237.272,811.021,275.185,-226.076,819.883
0.156,137.419,417.191,635.369,133.879,32.9049,606.209,154.128,-239.495,637.458,331.906,-237.255,811.035,275.185,-226.076,819.883
0.16,137.419,417.191,635.369,133.901,32.9602,606.148,154.128,-239.495,637.458,331.833,-237.275,811.027,275.226,-226.043,819.876
0.164,137.4,417.187,635.336,133.913,33.0005,606.082,154.128,-239.495,637.458,331.833,-237.275,811.027,275.129,-226.019,819.851
0.168,137.4,417.187,635.336,133.913,33.0005,606.082,154.136,-239.467,637.431,331.869,-237.28,811.012,275.097,-226.072,819.823
0.172,137.472,417.133,635.297,133.913,33.0005,606.082,154.128,-239.495,637.458,331.754,-237.254,811.019,275.002,-226.059,819.79
0.176,137.539,417.114,635.225,133.913,33.0005,606.082,154.136,-239.467,637.431,331.683,-237.249,810.998,275.002,-226.059,819.79
0.18,137.558,417.108,635.175,133.913,33.0005,606.082,154.079,-239.468,637.415,331.595,-237.228,810.967,275.002,-226.059,819.79
0.184,137.648,417.053,635.101,133.974,33.0437,605.942,154.056,-239.536,637.453,331.563,-237.223,810.982,274.937,-226.037,819.776
0.188,137.653,417.055,635.019,133.974,33.0437,605.942,154.062,-239.509,637.426,331.606,-237.212,810.985,274.917,-226.02,819.75
0.192,137.68,417.076,634.995,133.974,33.0437,605.942,154.062,-239.509,637.426,331.643,-237.217,810.97,274.917,-226.02,819.75
0.196,137.737,417.058,634.933,133.988,33.1058,605.885,154.088,-239.521,637.396,331.493,-237.217,810.968,274.917,-226.02,819.75
0.2,137.782,417.089,634.919,133.988,33.1058,605.885,154.104,-239.479,637.386,331.538,-237.185,810.958,274.826,-226.054,819.769
0.204,137.849,417.105,634.845,133.768,33.0496,605.905,154.115,-239.541,637.375,331.411,-237.193,811.003,274.747,-226.09,819.757
0.208,137.864,417.108,634.832,133.768,33.0496,605.905,154.054,-239.569,637.382,331.373,-237.181,811.018,274.719,-226.079,819.761
0.212,137.907,417.127,634.721,133.768,33.0496,605.905,154.089,-239.549,637.339,331.338,-237.163,811.035,274.659,-226.052,819.758
0.216,137.947,417.121,634.646,133.768,33.0496,605.905,154.01,-239.583,637.302,331.254,-237.168,811.035,274.611,-226.024,819.742
0.22,137.941,417.085,634.605,133.768,33.0496,605.905,154.028,-239.577,637.346,331.191,-237.146,811.027,274.611,-226.024,819.742
0.224,137.975,417.108,634.565,133.768,33.0496,605.905,154.022,-239.549,637.304,331.166,-237.125,811.063,274.611,-226.024,819.742
0.228,138.025,417.089,634.559,133.829,33.0985,605.823,153.965,-239.645,637.28,331.155,-237.141,811.045,274.611,-226.024,819.742
0.232,138.099,417.103,634.489,133.829,33.0985,605.823,153.991,-239.627,637.312,331.12,-237.145,811.072,274.581,-226.031,819.754
0.236,138.113,417.088,634.425,133.829,33.0985,605.823,153.859,-239.731,637.254,331.12,-237.145,811.072,274.504,-226.064,819.764
0.24,138.114,417.128,634.428,133.829,33.0985,605.823,153.897,-239.693,637.286,331.138,-237.161,811.05,274.407,-226.089,819.696
0.244,138.188,417.143,634.281,133.847,33.0716,605.766,153.881,-239.682,637.245,331.12,-237.156,811.06,274.407,-226.089,819.696
0.248,138.144,417.109,634.253,133.847,33.0716,605.766,153.86,-239.7,637.264,331.124,-237.165,811.093,274.309,-226.071,819.637
0.252,138.188,417.127,634.227,133.847,33.0716,605.766,153.854,-239.708,637.261,331.032,-237.169,811.097,274.287,-226.054,819.612
0.256,138.311,417.17,634.182,133.847,33.0716,605.766,153.82,-239.739,637.229,330.974,-237.167,811.074,274.287,-226.054,819.612
0.26,138.392,417.165,634.163,133.847,33.0716,605.766,153.832,-239.757,637.27,330.896,-237.201,811.121,274.251,-226.049,819.621
0.264,138.458,417.155,634.114,133.847,33.0716,605.766,153.772,-239.742,637.253,330.959,-237.207,811.098,274.251,-226.049,819.621
0.268,138.482,417.133,634.034,133.847,33.0716,605.766,153.816,-239.762,637.234,330.947,-237.179,811.113,274.251,-226.049,819.621
0.272,138.534,417.169,633.994,133.847,33.0716,605.766,153.816,-239.762,637.234,330.886,-237.146,811.12,274.222,-226.039,819.626
0.276,138.589,417.097,634.027,134.123,33.1031,605.57,153.782,-239.742,637.217,330.865,-237.109,811.085,274.122,-226.05,819.593
0.28,138.707,417.002,634.049,134.123,33.1031,605.57,153.717,-239.762,637.207,330.712,-237.105,811.128,274.005,-226.068,819.612
0.284,138.772,416.949,633.902,134.123,33.1031,605.57,153.717,-239.762,637.207,330.606,-237.053,811.086,273.989,-226.055,819.612
0.288,138.782,416.941,633.893,134.123,33.1031,605.57,153.733,-239.747,637.158,330.639,-237.044,811.028,273.989,-226.055,819.612
0.292,138.805,416.953,633.865,134.062,33.0227,605.482,153.766,-239.759,637.182,330.524,-237.048,811.097,273.989,-226.055,819.612
0.296,138.854,416.973,633.82,134.089,33.0557,605.529,153.831,-239.776,637.1,330.46,-237.007,811.054,273.898,-226.091,819.595
0.3,138.868,416.98,633.807,134.082,33.0204,605.342,153.865,-239.788,637.125,330.47,-237.018,811.03,273.863,-226.12,819.58
0.304,138.95,416.981,633.75,134.082,33.0204,605.342,153.772,-239.813,637.025,330.58,-237.033,810.983,273.863,-226.12,819.58
0.308,138.95,416.981,633.75,134.082,33.0204,605.342,153.716,-239.832,637.005,330.395,-237.041,811.019,273.741,-226.127,819.517
0.312,138.951,416.963,633.724,133.958,32.9655,605.32,153.716,-239.832,637.005,330.498,-237.016,810.972,273.668,-226.127,819.488
0.316,138.966,417,633.661,133.96,32.9466,605.254,153.716,-239.832,637.005,330.281,-237.002,811.065,273.668,-226.127,819.488
0.32,138.995,417.025,633.639,133.96,32.9466,605.254,153.667,-239.835,637.029,330.281,-237.002,811.065,273.668,-226.127,819.488
0.324,139.018,417.014,633.618,133.96,32.9466,605.254,153.625,-239.84,636.997,330.241,-237.005,811.037,273.668,-226.127,819.488
0.328,139.019,416.996,633.573,133.904,32.9087,605.096,153.625,-239.84,636.997,330.241,-237.005,811.037,273.559,-226.132,819.436
0.332,138.961,417.023,633.465,134.003,32.9215,605.013,153.625,-239.84,636.997,330.291,-237.053,810.992,273.559,-226.132,819.436
0.336,138.962,417.111,633.292,133.953,32.8349,605.012,153.625,-239.84,636.997,330.128,-237.035,811.063,273.559,-226.132,819.436
0.34,138.957,417.121,633.254,133.953,32.8349,605.012,153.596,-239.84,636.965,330.094,-237.042,811.069,273.46,-226.166,819.372
0.344,138.969,417.191,633.188,133.991,32.935,604.893,153.625,-239.84,636.997,330.094,-237.042,811.069,273.46,-226.166,819.372
0.348,138.857,417.237,633.05,133.997,32.9254,604.959,153.596,-239.84,636.965,330.114,-237.047,811.059,273.46,-226.166,819.372
0.352,138.958,417.168,632.965,133.991,32.935,604.893,153.596,-239.84,636.965,330.094,-237.042,811.069,273.438,-226.207,819.353
0.356,138.96,417.154,632.877,133.991,32.935,604.893,153.596,-239.84,636.965,330.114,-237.047,811.059,273.357,-226.165,819.357
0.36,138.891,417.185,632.875,133.991,32.935,604.893,153.616,-239.864,636.962,330.032,-237.051,811.03,273.43,-226.228,819.329
0.364,138.855,417.138,632.866,134.067,32.9142,604.853,153.616,-239.864,636.962,329.962,-237.064,811.02,273.372,-226.198,819.33
0.368,138.882,417.16,632.854,134.067,32.9142,604.853,153.616,-239.864,636.962,329.971,-237.063,810.993,273.35,-226.186,819.332
0.372,138.827,417.155,632.816,134.067,32.9142,604.853,153.678,-239.869,636.928,329.951,-237.058,811.003,273.323,-226.217,819.27
0.376,138.795,417.181,632.787,134.088,32.9643,604.808,153.587,-239.877,636.919,329.982,-237.095,810.978,273.286,-226.198,819.269
0.38,138.77,417.161,632.781,134.003,32.9298,604.789,153.616,-239.864,636.962,329.948,-237.104,810.987,273.286,-226.198,819.269
0.384,138.735,417.142,632.756,134.088,32.9643,604.808,153.645,-239.864,636.994,329.948,-237.104,810.987,273.317,-226.207,819.242
0.388,138.692,417.147,632.716,134.003,32.9298,604.789,153.678,-239.869,636.928,329.968,-237.109,810.976,273.286,-226.198,819.269
0.392,138.68,417.133,632.705,134.003,32.9298,604.789,153.645,-239.864,636.994,329.948,-237.104,810.987,273.362,-226.227,819.229
0.396,138.68,417.133,632.705,133.906,32.8771,604.784,153.645,-239.864,636.994,329.944,-237.133,810.923,273.317,-226.207,819.242
0.4,138.621,417.083,632.71,133.906,32.8771,604.784,153.587,-239.877,636.919,329.924,-237.128,810.934,273.362,-226.227,819.229
0.404,138.496,417.024,632.72,133.846,32.8578,604.765,153.707,-239.869,636.96,329.975,-237.123,810.928,273.362,-226.227,819.229
0.408,138.425,416.957,632.714,133.846,32.8578,604.765,153.639,-239.871,636.93,329.924,-237.128,810.934,273.358,-226.245,819.27
0.412,138.329,416.944,632.627,133.846,32.8578,604.765,153.587,-239.877,636.919,329.959,-237.159,810.939,273.397,-226.234,819.221
0.416,138.286,416.932,632.604,133.846,32.8578,604.765,153.615,-239.877,636.951,329.996,-237.188,810.94,273.381,-226.236,819.26
0.42,138.193,417.002,632.506,133.846,32.8578,604.765,153.587,-239.877,636.919,329.993,-237.201,810.941,273.358,-226.245,819.27
0.424,138.193,417.002,632.506,133.846,32.8578,604.765,153.554,-239.869,636.892,330.023,-237.238,810.936,273.375,-226.244,819.232
0.428,138.201,416.989,632.498,133.846,32.8578,604.765,153.587,-239.877,636.919,330.049,-237.284,810.926,273.391,-226.256,819.232
0.432,138.163,417,632.426,133.846,32.8578,604.765,153.578,-239.876,636.859,330.065,-237.341,810.944,273.446,-226.28,819.217
0.436,138.104,417.022,632.41,133.788,32.842,604.743,153.576,-239.855,636.831,330.03,-237.356,810.938,273.446,-226.28,819.217
0.44,138.136,417.016,632.396,133.788,32.842,604.743,153.576,-239.855,636.831,330.037,-237.372,810.95,273.446,-226.28,819.217
0.444,138.136,417.016,632.396,133.788,32.842,604.743,153.576,-239.855,636.831,330.13,-237.395,810.949,273.466,-226.302,819.278
0.448,137.985,416.975,632.385,133.788,32.842,604.743,153.584,-239.882,636.812,330.12,-237.429,810.947,273.466,-226.302,819.278
0.452,137.982,416.939,632.342,133.788,32.842,604.743,153.565,-239.876,636.77,330.18,-237.421,810.943,273.544,-226.29,819.309
0.456,137.879,416.93,632.337,133.788,32.842,604.743,153.584,-239.882,636.812,330.151,-237.43,810.938,273.544,-226.29,819.309
0.46,137.817,416.965,632.349,133.788,32.842,604.743,153.558,-239.849,636.789,330.235,-237.448,810.928,273.521,-226.32,819.321
0.464,137.78,417.001,632.345,133.788,32.842,604.743,153.502,-239.922,636.777,330.146,-237.485,810.9,273.506,-226.331,819.33
0.468,137.779,416.991,632.319,133.693,32.7931,604.734,153.502,-239.922,636.777,330.09,-237.479,810.904,273.524,-226.349,819.353
0.472,137.754,416.988,632.348,133.693,32.7931,604.734,153.502,-239.922,636.777,330.067,-237.486,810.9,273.524,-226.349,819.353
0.476,137.709,416.944,632.333,133.693,32.7931,604.734,153.502,-239.922,636.777,330.119,-237.48,810.895,273.559,-226.354,819.345
0.48,137.761,416.962,632.311,133.732,32.8791,604.673,153.502,-239.922,636.777,330.119,-237.48,810.895,273.557,-226.41,819.304
0.484,137.709,416.944,632.333,133.817,32.9096,604.588,153.392,-239.96,636.74,330.136,-237.486,810.884,273.588,-226.416,819.267
0.488,137.64,416.973,632.439,133.732,32.8791,604.673,153.408,-239.971,636.682,330.171,-237.512,810.846,273.639,-226.442,819.243
0.492,137.651,416.97,632.398,133.817,32.9096,604.588,153.392,-239.96,636.74,330.209,-237.479,810.879,273.58,-226.425,819.253
0.496,137.657,416.954,632.43,133.887,32.9632,604.496,153.43,-239.975,636.661,330.18,-237.498,810.861,273.649,-226.4,819.25
0.5,137.63,416.974,632.433,133.691,32.8105,604.618,153.369,-239.961,636.698,330.217,-237.518,810.843,273.609,-226.472,819.227
0.504,137.563,416.939,632.456,133.761,32.8641,604.526,153.369,-239.961,636.698,330.314,-237.471,810.848,273.609,-226.472,819.227
0.508,137.564,416.949,632.482,133.761,32.8641,604.526,153.45,-239.992,636.664,330.23,-237.508,810.821,273.599,-226.514,819.22
0.512,137.537,416.959,632.478,133.761,32.8641,604.526,153.369,-239.961,636.698,330.178,-237.514,810.825,273.61,-226.515,819.232
0.516,137.432,416.952,632.484,133.761,32.8641,604.526,153.427,-239.993,636.622,330.433,-237.507,810.772,273.575,-226.547,819.2
0.52,137.428,416.971,632.543,133.761,32.8641,604.526,153.469,-240.04,636.602,330.23,-237.508,810.821,273.599,-226.514,819.22
0.524,137.344,416.973,632.544,133.761,32.8641,604.526,153.47,-240.014,636.63,330.406,-237.501,810.787,273.61,-226.515,819.232
