Frame number,19876
First frame,1
Point frequency,250
Analog frequency,250

Time,FINGER,,,ELBOW,,,SHOULDER,,,RIGHTHEAD,,,LEFTHEAD,,
s,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,74.3031,400.227,621.43,160.98,7.37446,569.557,98.5107,-243.032,574.163,59.085,-166.785,731.619,-56.2627,-147.691,737.999
0.004,74.1748,400.277,621.301,161.257,7.44534,569.47,98.5107,-243.032,574.163,59.085,-166.785,731.619,-56.3451,-147.689,737.914
0.008,74.3915,400.09,621.62,161.159,7.35567,569.451,98.5107,-243.032,574.163,59.0851,-166.785,731.619,-56.3682,-147.693,737.583
0.012,74.3915,400.09,621.62,161.256,7.25421,569.544,98.6856,-243.019,574.037,58.9977,-166.641,731.961,-56.3682,-147.693,737.583
0.016,74.3906,400.034,621.604,161.834,7.45166,569.641,98.733,-243.038,573.98,59.0068,-166.614,732.1,-56.3832,-147.616,737.277
0.02,73.915,400.247,621.308,161.256,7.2542,569.544,98.9752,-242.971,573.936,59.0136,-166.245,732.277,-57.3512,-147.431,737.448
0.024,73.6957,400.097,621.438,161.256,7.2542,569.544,99.3378,-243.028,574.032,59.0136,-166.245,732.277,-57.9068,-147.325,737.548
0.028,73.6957,400.097,621.438,161.286,7.12579,569.572,99.3252,-243.066,573.777,58.9269,-166.373,732.51,-58.2107,-147.407,737.582
0.032,73.7215,399.989,621.466,161.286,7.12579,569.572,99.5206,-243.159,573.97,58.7979,-166.238,732.516,-58.2107,-147.407,737.582
0.036,73.2808,399.78,621.624,161.286,7.12579,569.572,99.6427,-243.116,573.98,58.002,-165.804,732.421,-58.6285,-147.536,737.696
0.04,73.052,399.538,621.503,161.456,7.19146,569.488,99.6427,-243.116,573.98,58.4832,-166.019,733.26,-58.7854,-147.538,737.565
0.044,73.052,399.538,621.503,161.419,7.07801,569.426,99.6034,-243.332,573.946,57.5852,-166.134,733.161,-58.441,-147.373,737.248
0.048,73.052,399.538,621.503,161.353,7.09961,569.519,99.8856,-243.542,573.972,57.5852,-166.134,733.161,-58.7173,-147.414,737.154
0.052,73.052,399.538,621.503,161.597,7.14989,569.343,99.8856,-243.542,573.972,57.0062,-165.941,733.218,-58.8027,-147.412,737.07
0.056,72.9642,399.416,621.448,161.523,7.16527,569.435,99.966,-243.4,573.971,56.9139,-165.869,733.27,-58.6167,-147.434,736.326
0.06,72.8979,399.35,621.508,161.597,7.14989,569.343,99.8856,-243.542,573.972,56.7396,-165.737,733.376,-58.3504,-147.436,735.811
0.064,72.8979,399.35,621.508,161.597,7.14989,569.343,100.122,-243.733,574.051,56.3824,-165.622,733.419,-58.9069,-147.291,735.838
0.068,72.8979,399.35,621.508,161.779,6.94207,569.39,100.177,-243.702,573.939,56.4207,-165.721,733.536,-58.0303,-147.413,734.913
0.072,72.8979,399.35,621.508,161.779,6.94207,569.39,100.177,-243.702,573.939,56.4207,-165.721,733.536,-59.2007,-147.324,735.021
0.076,72.747,399.287,621.442,161.779,6.94207,569.39,100.256,-243.566,573.932,56.42,-165.702,733.82,-59.6179,-147.453,735.136
0.08,72.6898,399.165,621.433,161.981,6.92797,569.295,100.177,-243.702,573.939,55.7,-165.488,733.594,-59.4542,-147.368,734.961
0.084,72.6898,399.165,621.433,162.063,6.79837,569.374,100.177,-243.702,573.939,55.7,-165.488,733.594,-59.1405,-147.206,734.626
0.088,72.6898,399.165,621.433,162.063,6.79837,569.374,100.241,-243.708,573.835,55.5273,-165.274,733.537,-59.2795,-147.195,734.46
0.092,72.6898,399.165,621.433,162.063,6.79837,569.374,100.381,-243.687,573.792,55.5273,-165.274,733.537,-59.7913,-147.329,734.509
0.096,72.6898,399.165,621.433,162.063,6.79837,569.374,100.381,-243.687,573.792,55.6006,-165.166,733.886,-59.8924,-147.334,734.434
0.1,72.6898,399.165,621.433,162.063,6.79837,569.374,100.381,-243.687,573.792,55.6006,-165.166,733.886,-59.9102,-147.257,734.13
0.104,72.6024,399.086,621.425,162.231,6.71249,569.53,100.479,-243.894,573.712,55.6006,-165.166,733.886,-60.2132,-147.194,734.099
0.108,72.2249,398.821,621.557,162.231,6.71249,569.53,100.596,-243.885,573.628,55.6006,-165.166,733.886,-60.7736,-147.086,734.203
0.112,72.1708,398.804,621.616,162.231,6.71249,569.53,100.596,-243.885,573.628,55.6006,-165.166,733.886,-60.7308,-147.081,733.967
0.116,72.1708,398.804,621.616,162.231,6.71249,569.53,100.596,-243.885,573.628,55.4097,-164.908,733.779,-61.4183,-147.076,733.87
0.12,71.844,398.709,621.995,162.231,6.71249,569.53,100.596,-243.885,573.628,55.0041,-164.655,733.68,-61.6047,-146.947,733.519
0.124,71.6794,398.491,622.018,162.053,6.64066,569.613,100.596,-243.885,573.628,55.0041,-164.655,733.68,-60.669,-146.896,732.735
0.128,71.4618,398.464,622.211,162.312,6.6614,569.63,100.643,-243.955,573.599,55.0041,-164.655,733.68,-60.6327,-146.987,732.338
0.132,71.4742,398.441,622.101,162.189,6.60581,569.777,100.643,-243.955,573.599,55.0041,-164.655,733.68,-60.2705,-147.112,731.897
0.136,71.0989,398.357,622.345,162.011,6.54644,569.863,100.643,-243.955,573.599,55.0041,-164.655,733.68,-60.3463,-147.106,731.808
0.14,70.8098,398.085,622.382,161.945,6.56803,569.956,100.891,-244.145,573.701,55.0041,-164.655,733.68,-60.4624,-147.115,731.735
0.144,70.6964,397.985,622.487,162.03,6.53599,570.049,100.891,-244.145,573.701,55.0041,-164.655,733.68,-60.68,-147.125,731.577
0.148,70.1927,397.975,622.676,162.03,6.53599,570.049,100.891,-244.145,573.701,55.0041,-164.655,733.68,-60.901,-147.174,731.568
0.152,70.0658,398.07,622.828,162.286,6.55469,570.059,101.147,-244.297,573.895,55.0041,-164.655,733.68,-60.901,-147.174,731.568
0.156,70.0658,398.07,622.828,162.286,6.55469,570.059,101.111,-244.563,573.898,55.0041,-164.655,733.68,-60.901,-147.174,731.568
0.16,70.005,398.036,622.89,162.286,6.55469,570.059,101.12,-244.69,573.954,55.0041,-164.655,733.68,-60.901,-147.174,731.568
0.164,70.005,398.036,622.89,162.286,6.55469,570.059,101.12,-244.69,573.954,55.0041,-164.655,733.68,-60.8469,-146.978,731.35
0.168,70.0427,398.007,622.936,162.03,6.53599,570.049,101.12,-244.69,573.954,54.783,-164.606,733.331,-61.4213,-146.829,731.289
0.172,70.0427,398.007,622.936,162.146,6.47885,570.099,101.116,-244.804,574.02,54.783,-164.606,733.331,-61.2909,-146.756,731.133
0.176,70.0364,398.037,623.089,161.973,6.33057,570.168,101.116,-244.804,574.02,54.8763,-164.454,733.293,-61.9413,-146.637,731.331
0.18,70.3251,397.944,623.184,161.973,6.33057,570.168,101.116,-244.804,574.02,54.8763,-164.454,733.293,-61.9413,-146.637,731.331
0.184,70.3251,397.944,623.184,161.879,6.25163,570.258,101.116,-244.804,574.02,54.6995,-164.231,733.225,-61.8638,-146.636,731.073
0.188,70.3251,397.944,623.184,161.879,6.25163,570.258,101.116,-244.804,574.02,54.6995,-164.231,733.225,-61.793,-146.583,730.936
0.192,70.2726,397.941,623.245,161.78,6.25673,570.5,101.073,-244.92,573.954,54.6995,-164.231,733.225,-62.1865,-146.702,731.032
0.196,70.2712,397.886,623.548,161.78,6.25673,570.5,101.073,-244.92,573.954,54.6995,-164.231,733.225,-62.1865,-146.702,731.032
0.2,70.3811,397.786,623.682,161.892,6.0293,570.791,101.073,-244.92,573.954,54.6995,-164.231,733.225,-61.9519,-146.73,730.722
0.204,70.5795,397.51,623.829,161.892,6.0293,570.791,101.048,-244.998,574.031,54.6324,-164.098,733.104,-61.9519,-146.73,730.722
0.208,70.5671,397.577,623.862,162.038,5.74464,570.821,101.118,-245.198,574.041,54.6324,-164.098,733.104,-61.9519,-146.73,730.722
0.212,70.6804,397.46,624.034,162.079,5.59329,570.862,101.118,-245.198,574.041,54.6324,-164.098,733.104,-62.1815,-146.678,730.626
0.216,70.6808,397.542,624.26,162.079,5.59329,570.862,100.979,-245.291,574.202,54.6324,-164.098,733.104,-62.528,-146.776,730.684
0.22,70.7939,397.445,624.392,162.079,5.59329,570.862,101.152,-245.453,574.217,54.6324,-164.098,733.104,-62.7188,-146.813,730.652
0.224,70.7646,397.527,624.59,162.079,5.59329,570.862,101.356,-245.559,574.401,54.6324,-164.098,733.104,-62.7188,-146.813,730.652
0.228,70.6959,397.456,624.651,162.014,5.45626,570.937,101.158,-245.694,574.339,54.6324,-164.098,733.104,-62.7188,-146.813,730.652
0.232,70.7519,397.453,624.721,162.014,5.45626,570.937,101.273,-245.9,574.619,54.6324,-164.098,733.104,-62.2997,-146.828,730.781
0.236,70.8911,397.423,624.906,161.985,5.20758,571.141,101.133,-245.92,574.662,54.6324,-164.098,733.104,-62.2997,-146.828,730.781
0.24,71.0583,397.546,625.146,162.471,5.11455,571.475,101.133,-245.92,574.662,54.8125,-164.324,733.17,-62.2997,-146.828,730.781
0.244,71.2175,397.502,625.313,162.315,5.05957,571.559,101.107,-246.07,574.773,54.8125,-164.324,733.17,-61.9519,-146.73,730.722
0.248,71.4008,397.409,625.355,162.433,4.78106,571.596,101.107,-246.07,574.773,54.8125,-164.324,733.17,-61.9519,-146.73,730.722
0.252,71.3556,397.145,625.625,162.442,4.84349,571.726,101.107,-246.07,574.773,54.8125,-164.324,733.17,-61.9519,-146.73,730.722
0.256,71.2949,397.111,625.687,162.512,4.82202,571.67,101.107,-246.07,574.773,54.8125,-164.324,733.17,-62.1865,-146.702,731.032
0.26,71.4697,397.055,625.862,162.455,4.68703,571.74,101.107,-246.07,574.773,54.5911,-164.274,732.821,-62.1865,-146.702,731.032
0.264,71.4437,396.902,626.308,162.455,4.68703,571.74,101.038,-246.126,574.786,54.7198,-164.48,733.143,-61.6334,-146.868,730.994
0.268,71.5656,396.721,626.4,162.455,4.68703,571.74,101.107,-246.07,574.773,54.7198,-164.48,733.143,-61.6334,-146.868,730.994
0.272,71.596,396.724,626.439,162.455,4.68703,571.74,101.042,-246.064,574.877,54.7834,-164.61,733.266,-61.6334,-146.868,730.994
0.276,71.5986,396.646,626.559,162.455,4.68703,571.74,101.042,-246.064,574.877,54.715,-164.732,732.932,-61.6785,-146.874,731.231
0.28,71.5986,396.646,626.559,162.622,4.38409,571.838,101.042,-246.064,574.877,54.9361,-164.782,733.281,-61.4626,-147.115,731.318
0.284,71.2932,396.511,626.793,162.468,4.298,571.879,101.042,-246.064,574.877,54.8333,-164.951,733.32,-61.9234,-147.322,731.687
0.288,71.41,396.572,626.9,162.491,4.22165,571.871,101.042,-246.064,574.877,54.8333,-164.951,733.32,-61.9234,-147.322,731.687
0.292,71.41,396.572,626.9,162.491,4.22165,571.871,101.042,-246.064,574.877,54.8333,-164.951,733.32,-61.6239,-147.385,731.719
0.296,71.4443,396.538,626.941,162.491,4.22165,571.871,101.042,-246.064,574.877,54.612,-164.901,732.971,-61.6239,-147.385,731.719
0.3,71.4247,396.498,627.019,162.491,4.22165,571.871,101.042,-246.064,574.877,54.8333,-164.951,733.32,-61.6239,-147.385,731.719
0.304,71.4016,396.41,627.307,162.573,4.09222,571.95,101.042,-246.064,574.877,55.0123,-165.193,733.419,-61.206,-147.256,731.604
0.308,71.5401,396.245,627.398,162.458,4.09594,572.068,101.042,-246.064,574.877,55.1839,-165.442,733.549,-61.6239,-147.385,731.719
0.312,71.6231,396.125,627.89,162.389,4.0951,572.127,100.95,-246.182,574.955,54.9629,-165.393,733.2,-61.6239,-147.385,731.719
0.316,71.9143,395.982,628.097,162.389,4.0951,572.127,100.95,-246.182,574.955,55.1839,-165.442,733.549,-61.6239,-147.385,731.719
0.32,71.9143,395.982,628.097,162.516,4.06772,572.285,100.95,-246.182,574.955,55.1102,-165.55,733.2,-61.6239,-147.385,731.719
0.324,71.9865,395.931,628.184,162.64,3.83699,572.396,100.641,-246.383,574.98,55.1102,-165.55,733.2,-61.6239,-147.385,731.719
0.328,71.9804,395.962,628.336,162.785,3.74774,572.515,100.641,-246.383,574.98,55.2829,-165.764,733.257,-61.6239,-147.385,731.719
0.332,72.0478,395.851,628.344,162.722,3.72433,572.571,100.647,-246.432,574.883,55.3894,-165.939,733.377,-61.7855,-147.469,731.893
0.336,72.1731,395.813,628.54,162.573,3.68593,572.669,100.873,-246.586,575.016,55.3894,-165.939,733.377,-62.0815,-147.591,732.088
0.34,72.314,395.607,628.654,162.475,3.59059,572.765,100.785,-246.683,575.115,55.3894,-165.939,733.377,-62.1349,-147.638,732.218
0.344,72.4009,395.52,628.729,162.475,3.59059,572.765,100.785,-246.683,575.115,55.3894,-165.939,733.377,-62.1349,-147.638,732.218
0.348,72.669,395.599,628.689,162.524,3.62513,572.876,100.785,-246.683,575.115,55.3061,-166.069,733.481,-62.4947,-147.777,732.419
0.352,72.9167,395.466,628.695,162.475,3.59059,572.765,100.794,-246.723,575.023,55.3061,-166.069,733.481,-62.4947,-147.777,732.419
0.356,72.9167,395.466,628.695,162.524,3.62513,572.876,100.794,-246.723,575.023,55.3894,-165.939,733.377,-62.4947,-147.777,732.419
0.36,72.9167,395.466,628.695,162.524,3.62513,572.876,100.794,-246.723,575.023,55.3061,-166.069,733.481,-62.4947,-147.777,732.419
0.364,72.946,395.475,628.732,162.669,3.53587,572.995,100.794,-246.723,575.023,55.3061,-166.069,733.481,-61.8907,-147.889,732.227
0.368,73.0861,395.264,628.835,162.839,3.36079,573.058,100.601,-246.772,574.972,55.3024,-166.086,733.319,-61.8907,-147.889,732.227
0.372,73.1311,395.268,629.034,162.921,3.23142,573.137,100.601,-246.772,574.972,54.5971,-166.009,733.212,-61.5657,-148.094,732.312
0.376,73.1405,395.203,629.043,162.921,3.23142,573.137,100.637,-246.875,574.977,54.5968,-166.019,733.063,-61.5087,-148.107,732.409
0.38,73.1405,395.203,629.043,162.921,3.23142,573.137,100.631,-246.981,575.043,54.5968,-166.019,733.063,-61.5087,-148.107,732.409
0.384,73.1751,395.159,629.085,162.921,3.23142,573.137,100.631,-246.981,575.043,54.5968,-166.019,733.063,-60.6042,-148.448,732.3
0.388,73.1592,395.078,629.081,162.921,3.23142,573.137,100.608,-247.073,575.124,54.5968,-166.019,733.063,-60.6042,-148.448,732.3
0.392,73.1807,395.041,628.977,162.921,3.23142,573.137,100.534,-247.212,575.112,54.8755,-166.407,733.24,-60.3813,-148.744,732.104
0.396,73.2095,394.981,629.011,162.982,3.23763,573.428,100.546,-247.34,575.163,54.8755,-166.407,733.24,-60.8857,-148.917,732.306
0.4,73.2095,394.981,629.011,162.921,3.23142,573.137,100.519,-247.411,575.24,55.2247,-166.893,733.462,-60.8857,-148.917,732.306
0.404,73.2095,394.981,629.011,163.067,3.15926,573.509,100.519,-247.411,575.24,55.2081,-167.123,733.675,-60.5458,-149.222,732.357
0.408,73.2263,394.905,628.957,163.084,3.0911,573.265,100.519,-247.411,575.24,55.2081,-167.123,733.675,-61.1211,-149.423,732.604
0.412,73.2732,394.806,628.936,163.084,3.0911,573.265,100.546,-247.534,575.268,55.2081,-167.123,733.675,-60.3245,-149.564,732.258
0.416,73.2732,394.806,628.936,163.084,3.0911,573.265,100.373,-247.564,575.295,55.3637,-167.295,733.686,-60.3245,-149.564,732.258
0.42,73.247,394.789,628.902,163.084,3.0911,573.265,100.373,-247.564,575.295,55.3637,-167.295,733.686,-60.3245,-149.564,732.258
0.424,73.247,394.789,628.902,163.084,3.0911,573.265,100.471,-247.798,575.227,55.2856,-167.432,733.588,-60.3245,-149.564,732.258
0.428,73.2353,394.714,628.895,163.072,2.93397,573.299,100.507,-247.696,575.292,55.2856,-167.432,733.588,-60.3245,-149.564,732.258
0.432,73.1744,394.789,628.702,163.072,2.93397,573.299,100.218,-248.084,575.237,55.2856,-167.432,733.588,-60.3245,-149.564,732.258
0.436,73.1402,394.71,628.546,163.072,2.93397,573.299,100.223,-248.143,575.128,54.8731,-167.322,733.247,-60.3245,-149.564,732.258
0.44,73.1812,394.801,628.299,163.072,2.93397,573.299,100.223,-248.143,575.128,54.8731,-167.322,733.247,-60.3245,-149.564,732.258
0.444,73.4405,394.868,628.158,163.072,2.93397,573.299,100.223,-248.143,575.128,54.8731,-167.322,733.247,-60.4719,-149.659,732.483
0.448,73.2465,394.751,628.252,163.072,2.93397,573.299,100.223,-248.143,575.128,54.8731,-167.322,733.247,-61.0346,-150.008,732.43
0.452,73.5786,394.738,628.121,163.114,2.78275,573.339,100.104,-248.189,575.012,54.9335,-167.45,733.373,-60.2401,-150.102,732.2
0.456,73.5069,394.694,627.871,163.127,2.62637,573.353,100.104,-248.189,575.012,55.2607,-167.852,733.476,-60.2401,-150.102,732.2
0.46,73.5798,394.694,627.758,162.973,2.37542,573.406,100.104,-248.189,575.012,55.2607,-167.852,733.476,-60.2401,-150.102,732.2
0.464,73.5478,394.696,627.718,162.973,2.37542,573.406,100.104,-248.189,575.012,55.3777,-168.041,733.602,-60.4125,-150.187,732.369
0.468,73.5478,394.696,627.718,162.973,2.37542,573.406,100.128,-248.318,575.047,55.7102,-168.486,733.779,-60.4125,-150.187,732.369
0.472,73.5004,394.673,627.598,162.943,2.22001,573.38,100.124,-248.431,575.115,55.7102,-168.486,733.779,-60.4125,-150.187,732.369
0.476,73.6377,394.671,627.46,162.816,2.24736,573.221,100.124,-248.431,575.115,55.7102,-168.486,733.779,-60.4125,-150.187,732.369
0.48,73.8169,394.791,627.349,162.756,2.1643,573.172,100.124,-248.431,575.115,55.7102,-168.486,733.779,-60.4125,-150.187,732.369
0.484,73.7727,394.794,627.263,162.816,2.24736,573.221,100.134,-248.566,575.173,55.7102,-168.486,733.779,-60.4125,-150.187,732.369
0.488,73.7605,394.737,627.167,162.874,2.20302,573.178,100.134,-248.566,575.173,55.1395,-168.392,733.293,-60.1494,-150.243,732.417
0.492,73.7605,394.737,627.167,162.815,2.11994,573.13,100.134,-248.566,575.173,55.0471,-168.542,733.343,-60.1494,-150.243,732.417
