Frame number,19585
First frame,1
Point frequency,250
Analog frequency,250

Time,FINGER,,,ELBOW,,,SHOULDER,,,RIGHTHEAD,,,LEFTHEAD,,
s,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,47.9864,398.871,701.546,122.387,-41.9648,665.012,129.288,-359.119,692.981,27.6606,-296.294,852.414,-66.4249,-300.949,850.671
0.004,47.8652,398.768,701.534,122.205,-41.9012,664.925,129.101,-359.046,692.966,27.5657,-296.287,852.48,-66.4249,-300.949,850.671
0.008,47.8455,398.715,701.532,122.205,-41.9012,664.925,129.101,-359.046,692.966,27.6459,-296.332,852.445,-66.4574,-301.008,850.676
0.012,47.8455,398.715,701.532,122.078,-41.9749,664.894,129.228,-359.272,693.042,27.6459,-296.332,852.445,-66.4573,-301.008,850.676
0.016,47.8302,398.723,701.516,122.11,-42.0531,664.956,129.299,-359.35,693.02,27.6459,-296.332,852.445,-66.4573,-301.008,850.676
0.02,47.8164,398.715,701.502,122.11,-42.0532,664.956,129.299,-359.35,693.02,27.4719,-296.268,852.492,-66.3314,-301.021,850.619
0.024,47.7861,398.653,701.523,122.133,-42.1236,664.985,129.319,-359.392,693.053,27.5671,-296.338,852.456,-66.3314,-301.021,850.619
0.028,47.7757,398.639,701.467,122.039,-42.0724,665.012,129.168,-359.44,692.986,27.5283,-296.377,852.422,-66.4514,-301.057,850.618
0.032,47.6874,398.597,701.395,122.039,-42.0724,665.012,129.168,-359.44,692.986,27.5385,-296.436,852.445,-66.4514,-301.057,850.618
0.036,47.6183,398.573,701.34,122.039,-42.0724,665.012,129.183,-359.485,693.011,27.5385,-296.436,852.445,-66.4514,-301.057,850.618
0.04,47.5793,398.537,701.291,121.955,-42.0775,665.012,129.183,-359.485,693.011,27.5385,-296.436,852.445,-66.4604,-301.084,850.649
0.044,47.5371,398.435,701.237,121.996,-42.1435,665.063,129.183,-359.485,693.011,27.5661,-296.54,852.475,-66.4604,-301.084,850.649
0.048,47.5371,398.435,701.237,122.037,-42.177,665.11,129.395,-359.43,693.055,27.7374,-296.649,852.495,-66.4785,-301.129,850.679
0.052,47.5069,398.411,701.264,122.057,-42.236,665.167,129.218,-359.56,693.07,27.3743,-296.657,852.454,-66.616,-301.219,850.731
0.056,47.4793,398.342,701.23,122.116,-42.3539,665.232,129.026,-359.538,693.073,27.2416,-296.605,852.534,-66.4812,-301.202,850.652
0.06,47.4881,398.313,701.239,122.116,-42.3539,665.232,129.026,-359.538,693.073,27.3123,-296.65,852.498,-66.6512,-301.269,850.703
0.064,47.4392,398.269,701.235,122.224,-42.5484,665.344,128.956,-359.595,693.172,27.2531,-296.687,852.46,-66.5308,-301.291,850.658
0.068,47.3864,398.236,701.251,122.224,-42.5484,665.344,128.956,-359.595,693.172,27.2125,-296.626,852.519,-66.5308,-301.291,850.658
0.072,47.3864,398.236,701.251,122.185,-42.4807,665.377,128.956,-359.595,693.172,26.9594,-296.642,852.495,-66.6271,-301.354,850.668
0.076,47.3864,398.236,701.251,122.097,-42.4769,665.429,129.008,-359.633,693.275,27.2626,-296.842,852.39,-66.6271,-301.354,850.668
0.08,47.3864,398.236,701.251,122.162,-42.5983,665.485,129.127,-359.8,693.379,27.1125,-296.777,852.439,-66.6615,-301.414,850.67
0.084,47.3264,398.258,701.236,122.065,-42.5805,665.595,129.081,-359.819,693.286,27.1411,-296.849,852.443,-66.6615,-301.414,850.67
0.088,47.2318,398.213,701.277,121.965,-42.5691,665.604,128.906,-359.746,693.294,27.1411,-296.849,852.443,-66.6907,-301.449,850.632
0.092,47.2438,398.185,701.333,121.965,-42.5691,665.604,128.906,-359.746,693.294,27.1136,-296.896,852.473,-66.5734,-301.446,850.657
0.096,47.1995,398.13,701.359,121.883,-42.5147,665.632,128.992,-359.86,693.293,27.2577,-297.019,852.485,-66.5857,-301.605,850.575
0.1,47.0912,398.089,701.416,121.908,-42.5862,665.664,128.992,-359.86,693.293,27.2235,-297.053,852.484,-66.5341,-301.635,850.524
0.104,47.0706,398.047,701.472,121.908,-42.5862,665.664,129.078,-360.048,693.435,27.4743,-297.264,852.564,-66.5341,-301.635,850.524
0.108,47.0024,397.975,701.528,121.802,-42.6029,665.662,129.075,-360.102,693.549,27.596,-297.355,852.511,-66.5597,-301.68,850.526
0.112,46.844,397.894,701.634,121.802,-42.6029,665.662,129.162,-360.293,693.574,27.4458,-297.291,852.56,-66.5597,-301.68,850.526
0.116,46.8686,397.917,701.731,121.637,-42.5485,665.669,129.162,-360.293,693.574,27.3067,-297.277,852.549,-66.4856,-301.702,850.53
0.12,46.9383,397.868,701.796,121.592,-42.6228,665.716,129.162,-360.293,693.574,27.2747,-297.404,852.523,-66.7838,-301.94,850.608
0.124,46.8922,397.807,701.925,121.592,-42.6228,665.716,129.18,-360.338,693.603,27.2747,-297.404,852.523,-66.9957,-302.031,850.647
0.128,46.8476,397.794,702.047,121.592,-42.6228,665.716,129.18,-360.338,693.603,27.2747,-297.404,852.523,-66.835,-302.055,850.637
0.132,46.752,397.858,702.12,121.592,-42.6228,665.716,129.18,-360.338,693.603,27.297,-297.473,852.543,-66.7871,-302.168,850.587
0.136,46.8069,397.814,702.206,121.592,-42.6228,665.716,129.18,-360.338,693.603,27.2477,-297.566,852.517,-66.9389,-302.227,850.513
0.14,46.7589,397.665,702.36,121.592,-42.6228,665.716,129.188,-360.383,693.617,27.2074,-297.621,852.574,-66.8223,-302.219,850.565
0.144,46.7309,397.567,702.46,121.592,-42.6228,665.716,129.188,-360.383,693.617,27.2074,-297.621,852.574,-66.898,-302.231,850.548
0.148,46.5365,397.426,702.569,121.629,-42.694,665.763,129.199,-360.465,693.634,27.2074,-297.621,852.574,-66.93,-302.283,850.538
0.152,46.5661,397.413,702.608,121.629,-42.694,665.763,128.978,-360.461,693.627,26.9101,-297.543,852.655,-66.93,-302.283,850.538
0.156,46.5147,397.389,702.701,121.629,-42.694,665.763,129.252,-360.444,693.646,26.9979,-297.576,852.605,-66.8572,-302.301,850.556
0.16,46.507,397.348,702.784,121.63,-42.7206,665.812,129.003,-360.487,693.669,26.6346,-297.537,852.649,-66.8572,-302.301,850.556
0.164,46.5408,397.327,702.856,121.63,-42.7206,665.812,129.024,-360.524,693.705,26.7336,-297.625,852.621,-66.9619,-302.326,850.544
0.168,46.5571,397.313,702.974,121.463,-42.6194,665.865,128.8,-360.439,693.67,26.7336,-297.625,852.621,-66.9619,-302.326,850.544
0.172,46.5178,397.371,703.11,121.463,-42.6194,665.865,128.8,-360.439,693.67,26.7216,-297.651,852.641,-66.9619,-302.326,850.544
0.176,46.5202,397.358,703.183,121.463,-42.6194,665.865,128.8,-360.439,693.67,26.8763,-297.72,852.659,-67.1265,-302.434,850.63
0.18,46.5053,397.327,703.227,121.463,-42.6194,665.865,128.923,-360.63,693.752,26.8643,-297.745,852.679,-67.2921,-302.505,850.659
0.184,46.4691,397.309,703.396,121.55,-42.8062,665.985,128.94,-360.673,693.779,26.8643,-297.745,852.679,-67.2921,-302.505,850.659
0.188,46.4629,397.235,703.483,121.567,-42.8716,666.008,128.872,-360.606,693.81,26.8643,-297.745,852.679,-67.2921,-302.505,850.659
0.192,46.3715,397.123,703.571,121.615,-42.9717,666.069,128.662,-360.573,693.715,27.0189,-297.839,852.726,-67.2583,-302.534,850.669
0.196,46.3666,397.087,703.754,121.615,-42.9717,666.069,128.798,-360.633,693.695,27.0189,-297.839,852.726,-67.2583,-302.534,850.669
0.2,46.3511,397.044,703.853,121.651,-42.9923,666.111,128.803,-360.66,693.806,27.0189,-297.839,852.726,-67.0942,-302.576,850.661
0.204,46.3447,396.981,703.922,121.633,-42.9658,666.181,128.683,-360.613,693.751,27.0189,-297.839,852.726,-67.0908,-302.588,850.701
0.208,46.3574,397.002,703.98,121.55,-42.9376,666.219,128.665,-360.655,693.719,27.0189,-297.839,852.726,-67.0908,-302.588,850.701
0.212,46.2641,396.926,704.08,121.631,-43.0119,666.18,128.665,-360.655,693.719,27.0803,-297.921,852.723,-67.1153,-302.639,850.72
0.216,46.2789,396.877,704.149,121.589,-43.0084,666.267,128.665,-360.655,693.719,27.1578,-298.012,852.712,-67.2494,-302.692,850.737
0.22,46.264,396.851,704.255,121.605,-43.0771,666.289,128.665,-360.655,693.719,27.1578,-298.012,852.712,-67.2494,-302.692,850.737
0.224,46.276,396.767,704.338,121.719,-43.3341,666.413,128.654,-360.673,693.7,26.8241,-297.965,852.702,-67.175,-302.723,850.727
0.228,46.3396,396.659,704.533,121.834,-43.4836,666.636,128.654,-360.673,693.7,26.7842,-298.053,852.761,-67.1967,-302.75,850.765
0.232,46.3715,396.576,704.641,121.818,-43.5312,666.688,128.654,-360.673,693.7,26.8073,-298.026,852.756,-67.1544,-302.84,850.745
0.236,46.4016,396.559,704.683,121.786,-43.6807,666.739,128.654,-360.673,693.7,26.7656,-298.079,852.771,-67.0494,-302.867,850.714
0.24,46.4016,396.559,704.683,121.786,-43.6807,666.739,128.781,-360.736,693.65,26.6723,-298.098,852.752,-66.9711,-302.899,850.687
0.244,46.4525,396.558,704.828,121.817,-43.756,666.778,128.654,-360.673,693.7,26.7798,-298.188,852.78,-67.1125,-302.947,850.695
0.248,46.4748,396.573,704.864,121.858,-43.7919,666.827,128.781,-360.736,693.65,26.5864,-298.125,852.826,-67.1125,-302.947,850.695
0.252,46.4305,396.607,705.006,121.858,-43.7919,666.827,128.752,-360.861,693.666,26.557,-298.148,852.814,-67.077,-302.977,850.705
0.256,46.5104,396.607,705.111,121.89,-43.9845,666.869,128.703,-360.791,693.706,26.557,-298.148,852.814,-67.077,-302.977,850.705
0.26,46.5104,396.607,705.111,121.99,-44.154,666.921,128.703,-360.791,693.706,26.557,-298.148,852.814,-67.0273,-303.061,850.712
0.264,46.4843,396.55,705.134,121.85,-44.1607,667.016,128.703,-360.791,693.706,26.5615,-298.203,852.84,-67.0273,-303.061,850.712
0.268,46.529,396.532,705.194,121.927,-44.2995,667.073,128.703,-360.791,693.706,26.5615,-298.203,852.84,-67.0273,-303.061,850.712
0.272,46.5496,396.485,705.276,121.784,-44.309,667.073,128.771,-360.941,693.781,26.5615,-298.203,852.84,-66.9395,-303.092,850.7
0.276,46.5886,396.433,705.352,121.845,-44.3237,667.065,128.92,-361.039,693.703,26.5353,-298.23,852.839,-66.9395,-303.092,850.7
0.28,46.5439,396.397,705.372,121.909,-44.4099,667.104,128.887,-360.998,693.728,26.4173,-298.296,852.842,-66.9395,-303.092,850.7
0.284,46.4297,396.329,705.469,121.809,-44.412,667.107,128.881,-361.026,693.718,26.5629,-298.301,852.844,-66.9395,-303.092,850.7
0.288,46.3472,396.233,705.497,121.515,-44.2879,667.054,128.961,-361.144,693.734,26.6612,-298.375,852.808,-66.8807,-303.154,850.682
0.292,46.2652,396.194,705.533,121.587,-44.2663,667.061,129.037,-361.264,693.761,26.6399,-298.449,852.864,-66.8807,-303.154,850.682
0.296,46.2517,396.189,705.52,121.593,-44.3961,667.049,129.048,-361.306,693.781,26.7311,-298.56,852.732,-66.8807,-303.154,850.682
0.3,46.2517,396.189,705.52,121.593,-44.3961,667.049,129.048,-361.306,693.781,26.6888,-298.51,852.814,-66.9141,-303.201,850.657
0.304,46.2296,396.203,705.546,121.734,-44.6179,667.123,129.048,-361.306,693.781,26.98,-298.705,852.693,-66.9321,-303.246,850.688
0.308,46.105,396.18,705.531,121.795,-44.7386,667.097,129.048,-361.306,693.781,26.8129,-298.779,852.722,-66.83,-303.283,850.657
0.312,45.9424,396.065,705.467,121.795,-44.7386,667.097,129.063,-361.372,693.803,27.1665,-298.85,852.796,-67.0063,-303.43,850.687
0.316,45.8179,396.036,705.464,121.718,-44.7308,667.006,129.042,-361.334,693.77,27.1203,-299.003,852.781,-67.0489,-303.463,850.716
0.32,45.761,396.022,705.495,121.756,-44.7594,666.952,129.063,-361.372,693.803,27.257,-299,852.789,-67.0489,-303.463,850.716
0.324,45.7444,395.981,705.442,121.573,-44.6378,666.942,129.158,-361.49,693.664,27.2121,-299.044,852.733,-67.1254,-303.54,850.69
0.328,45.7442,395.981,705.461,121.573,-44.6378,666.942,129.046,-361.379,693.734,27.2744,-299.051,852.689,-67.0079,-303.55,850.634
0.332,45.5839,395.886,705.453,121.573,-44.6378,666.942,129.046,-361.379,693.734,27.2464,-299.163,852.695,-66.9231,-303.579,850.624
0.336,45.4792,395.838,705.389,121.33,-44.4801,666.852,129.142,-361.593,693.678,27.2464,-299.163,852.695,-66.9231,-303.674,850.658
0.34,45.4643,395.844,705.374,121.33,-44.4801,666.852,129.126,-361.483,693.731,27.3717,-299.258,852.662,-67.0237,-303.75,850.716
0.344,45.3749,395.826,705.366,121.33,-44.4801,666.852,129.126,-361.483,693.731,27.4237,-299.314,852.617,-66.8718,-303.854,850.684
0.348,45.3749,395.826,705.366,121.33,-44.4801,666.852,129.126,-361.483,693.731,27.4237,-299.314,852.617,-66.7693,-303.826,850.639
0.352,45.2838,395.739,705.393,121.33,-44.4801,666.852,129.126,-361.483,693.731,27.4237,-299.314,852.617,-66.8034,-303.887,850.642
0.356,45.0896,395.608,705.435,121.322,-44.5155,666.845,129.169,-361.511,693.678,27.3973,-299.321,852.586,-66.8345,-303.923,850.602
0.36,44.8977,395.598,705.365,121.089,-44.3584,666.696,129.123,-361.653,693.621,27.4237,-299.314,852.617,-66.7312,-303.919,850.606
0.364,44.862,395.537,705.35,120.846,-44.2005,666.614,129.239,-361.623,693.653,27.5258,-299.375,852.545,-66.6481,-303.945,850.624
0.368,44.7969,395.58,705.314,120.78,-44.258,666.65,129.264,-361.728,693.602,27.4237,-299.314,852.617,-66.6127,-303.982,850.681
0.372,44.7969,395.58,705.314,120.53,-44.095,666.574,129.239,-361.623,693.653,27.5082,-299.404,852.499,-66.4577,-303.943,850.674
0.376,44.7068,395.483,705.292,120.59,-44.1703,666.537,129.239,-361.623,693.653,27.5082,-299.404,852.499,-66.3788,-303.97,850.737
0.38,44.6676,395.451,705.287,120.377,-44.0934,666.443,129.239,-361.623,693.653,27.5082,-299.404,852.499,-66.3754,-304.005,850.83
0.384,44.6419,395.528,705.225,120.347,-44.0914,666.41,129.239,-361.623,693.653,27.5201,-299.42,852.542,-66.4221,-304.036,850.859
0.388,44.6094,395.548,705.073,120.381,-44.1204,666.373,129.239,-361.623,693.653,27.4086,-299.416,852.468,-66.4212,-304.051,850.897
0.392,44.6281,395.554,705.044,120.381,-44.1204,666.373,129.239,-361.623,693.653,27.4086,-299.416,852.468,-66.4212,-304.051,850.897
0.396,44.5878,395.541,704.973,120.381,-44.1204,666.373,129.239,-361.623,693.653,27.4963,-299.504,852.443,-66.4212,-304.051,850.897
0.4,44.5578,395.428,704.901,120.34,-44.0787,666.324,129.179,-361.782,693.6,27.4963,-299.504,852.443,-66.4517,-304.089,850.862
0.404,44.4174,395.409,704.796,120.34,-44.0787,666.324,129.221,-361.697,693.621,27.4963,-299.504,852.443,-66.2921,-304.065,850.839
0.408,44.3683,395.443,704.684,120.4,-44.1513,666.303,129.221,-361.697,693.621,27.4963,-299.504,852.443,-66.2192,-304.133,850.775
0.412,44.1353,395.61,704.553,120.302,-44.2335,666.2,129.221,-361.697,693.621,27.6811,-299.57,852.496,-66.1945,-304.201,850.795
0.416,44.0868,395.546,704.446,120.302,-44.2335,666.2,129.251,-361.781,693.578,27.9405,-299.716,852.496,-66.0281,-304.212,850.857
0.42,44.0011,395.498,704.377,120.302,-44.2335,666.2,129.221,-361.697,693.621,27.8218,-299.666,852.534,-65.9036,-304.198,850.926
0.424,43.9636,395.489,704.181,120.205,-44.1732,666.114,129.221,-361.697,693.621,27.8218,-299.666,852.534,-65.7989,-304.226,850.895
0.428,43.9219,395.436,704.141,120.204,-44.2218,666.116,129.168,-361.796,693.585,27.8218,-299.666,852.534,-65.7989,-304.226,850.895
0.432,43.8159,395.457,703.998,120.221,-44.289,666.084,129.221,-361.697,693.621,27.8218,-299.666,852.534,-65.6766,-304.195,850.952
0.436,43.7416,395.47,703.936,120.204,-44.2218,666.116,129.229,-361.74,693.633,27.9144,-299.756,852.511,-65.6414,-304.225,850.961
0.44,43.7268,395.514,703.896,120.094,-44.1395,665.986,129.221,-361.697,693.621,27.9108,-299.777,852.536,-65.6414,-304.225,850.961
0.444,43.6089,395.467,703.879,119.879,-44.0006,665.898,129.229,-361.74,693.633,27.8454,-299.743,852.557,-65.6414,-304.225,850.961
0.448,43.4828,395.507,703.817,119.897,-44.0724,665.864,129.229,-361.74,693.633,27.6734,-299.709,852.621,-65.7344,-304.269,851.055
0.452,43.4548,395.526,703.702,119.723,-43.9633,665.729,129.229,-361.74,693.633,27.8416,-299.763,852.582,-65.7344,-304.269,851.055
0.456,43.4375,395.486,703.633,119.856,-44.0524,665.722,129.229,-361.74,693.633,27.8946,-299.853,852.623,-65.7344,-304.269,851.055
0.46,43.4676,395.474,703.567,119.711,-44.0472,665.61,129.251,-361.781,693.578,27.8946,-299.853,852.623,-65.6469,-304.253,851.07
0.464,43.2955,395.421,703.483,119.67,-43.9731,665.507,129.3,-361.818,693.611,27.8946,-299.853,852.623,-65.5912,-304.324,851.098
0.468,43.2791,395.45,703.455,119.765,-44.1218,665.533,129.307,-361.843,693.566,27.9498,-299.907,852.704,-65.6133,-304.372,851.12
0.472,43.2776,395.455,703.366,119.711,-44.0956,665.548,129.3,-361.818,693.611,27.9249,-299.915,852.678,-65.6133,-304.372,851.12
0.476,43.235,395.512,703.333,119.765,-44.1218,665.533,129.303,-361.858,693.616,27.9087,-299.91,852.643,-65.6089,-304.476,851.119
0.48,43.289,395.515,703.246,119.765,-44.1218,665.533,129.3,-361.818,693.611,27.9087,-299.91,852.643,-65.791,-304.426,851.258
0.484,43.2881,395.481,703.203,119.765,-44.1218,665.533,129.3,-361.818,693.611,27.9498,-299.907,852.704,-65.8249,-304.477,851.24
0.488,43.3072,395.457,703.142,119.885,-44.2026,665.521,129.3,-361.818,693.611,27.9249,-299.934,852.706,-65.8249,-304.477,851.24
